rule_id,policy_name,publish_time,effective_start,effective_end,rule_type,scope,state_group,state_name,state_value,source_file,note
reviewed_0011,2025.10.15湖南省电力现货市场交易实施细则,2025-10-15 00:00:00,2025-10-15 00:00:00,NaT,market_coupling,湖南省售电周度持仓实验,market_coupling,lt_settlement_base,1.0,政策环境/2025.10.15湖南省电力现货市场交易实施细则.docx,中长期动作用作结算底仓，不直接映射物理执行曲线。
reviewed_0012,2025.10.15湖南省电力现货市场交易实施细则,2025-10-15 00:00:00,2025-10-15 00:00:00,NaT,market_coupling,湖南省售电周度持仓实验,market_coupling,spot_marginal_exposure,1.0,政策环境/2025.10.15湖南省电力现货市场交易实施细则.docx,现货市场承担边际敞口。
reviewed_0013,2025.10.15湖南省电力现货市场交易实施细则,2025-10-15 00:00:00,2025-10-15 00:00:00,NaT,market_coupling,湖南省售电周度持仓实验,market_coupling,lt_spot_coupling_state,1.0,政策环境/2025.10.15湖南省电力现货市场交易实施细则.docx,中长期仅作结算依据，现货承担全电量集中竞价下的边际风险。
reviewed_0014,2025.10.15湖南省电力调频辅助服务市场交易实施细则,2025-10-15 00:00:00,2025-10-15 00:00:00,NaT,ancillary_coupling,湖南省售电周度持仓实验,ancillary_coupling,ancillary_peak_shaving_pause,0.0,政策环境/2025.10.15湖南省电力调频辅助服务市场交易实施细则.docx,辅助服务状态会影响现货边际可调空间。
reviewed_0015,2025.10.15湖南省电力调频辅助服务市场交易实施细则,2025-10-15 00:00:00,2025-10-15 00:00:00,NaT,ancillary_coupling,湖南省售电周度持仓实验,ancillary_coupling,ancillary_freq_reserve_tight,1.0,政策环境/2025.10.15湖南省电力调频辅助服务市场交易实施细则.docx,调频容量预留压缩现货边际可调空间。
reviewed_0016,2025.10.15湖南省电力调频辅助服务市场交易实施细则,2025-10-15 00:00:00,2025-10-15 00:00:00,NaT,ancillary_coupling,湖南省售电周度持仓实验,ancillary_coupling,ancillary_price_boundary_tight,1.0,政策环境/2025.10.15湖南省电力调频辅助服务市场交易实施细则.docx,辅助服务耦合会改变价格波动边界与现货风险窗口。
reviewed_0017,2025.10.17 关于印发《湖南省深化新能源上网电价市场化改革促进新能源高质量发展实施方案》的通知,2025-10-17 00:00:00,2025-10-17 00:00:00,2025-12-31 23:59:59,renewable_mechanism_stage,湖南省售电周度持仓实验,renewable_mechanism,mechanism_stage_label,竞价准备,政策环境/2025.10.17 关于印发《湖南省深化新能源上网电价市场化改革促进新能源高质量发展实施方案》的通知.docx,新能源机制电价制度进入竞价准备阶段。
reviewed_0018,2025.10.29关于印发《湖南省新能源机制电价竞价实施细则》的通知,2025-10-29 00:00:00,2025-10-29 00:00:00,2025-12-31 23:59:59,renewable_mechanism_stage,湖南省售电周度持仓实验,renewable_mechanism,mechanism_stage_label,竞价准备,政策环境/2025.10.29关于印发《湖南省新能源机制电价竞价实施细则》的通知.docx,新能源机制电价制度进入竞价准备阶段。
reviewed_0019,2025.11.05 关于2025年度新能源机制电价竞价工作有关事项的通知,2025-11-05 00:00:00,2025-11-05 00:00:00,2025-12-31 23:59:59,renewable_mechanism_stage,湖南省售电周度持仓实验,renewable_mechanism,mechanism_stage_label,竞价准备,政策环境/2025.11.05 关于2025年度新能源机制电价竞价工作有关事项的通知.docx,新能源机制电价制度进入竞价准备阶段。
reviewed_0020,2025.10.17 关于印发《湖南省深化新能源上网电价市场化改革促进新能源高质量发展实施方案》的通知,2025-10-17 00:00:00,2026-01-01 00:00:00,NaT,renewable_mechanism_execution,湖南省售电周度持仓实验,renewable_mechanism,renewable_mechanism_active,1.0,政策环境/2025.10.17 关于印发《湖南省深化新能源上网电价市场化改革促进新能源高质量发展实施方案》的通知.docx,新能源机制电价制度自 2026-01-01 起进入执行阶段。
reviewed_0021,2025.10.17 关于印发《湖南省深化新能源上网电价市场化改革促进新能源高质量发展实施方案》的通知,2025-10-17 00:00:00,2026-01-01 00:00:00,NaT,renewable_mechanism_execution,湖南省售电周度持仓实验,renewable_mechanism,mechanism_stage_label,执行期,政策环境/2025.10.17 关于印发《湖南省深化新能源上网电价市场化改革促进新能源高质量发展实施方案》的通知.docx,新能源机制电价制度执行阶段标签。
reviewed_0022,2025.10.29关于印发《湖南省新能源机制电价竞价实施细则》的通知,2025-10-29 00:00:00,2026-01-01 00:00:00,NaT,renewable_mechanism_execution,湖南省售电周度持仓实验,renewable_mechanism,renewable_mechanism_active,1.0,政策环境/2025.10.29关于印发《湖南省新能源机制电价竞价实施细则》的通知.docx,新能源机制电价制度自 2026-01-01 起进入执行阶段。
reviewed_0023,2025.10.29关于印发《湖南省新能源机制电价竞价实施细则》的通知,2025-10-29 00:00:00,2026-01-01 00:00:00,NaT,renewable_mechanism_execution,湖南省售电周度持仓实验,renewable_mechanism,mechanism_stage_label,执行期,政策环境/2025.10.29关于印发《湖南省新能源机制电价竞价实施细则》的通知.docx,新能源机制电价制度执行阶段标签。
reviewed_0024,2025.11.05 关于2025年度新能源机制电价竞价工作有关事项的通知,2025-11-05 00:00:00,2026-01-01 00:00:00,NaT,renewable_mechanism_execution,湖南省售电周度持仓实验,renewable_mechanism,renewable_mechanism_active,1.0,政策环境/2025.11.05 关于2025年度新能源机制电价竞价工作有关事项的通知.docx,新能源机制电价制度自 2026-01-01 起进入执行阶段。
reviewed_0025,2025.11.05 关于2025年度新能源机制电价竞价工作有关事项的通知,2025-11-05 00:00:00,2026-01-01 00:00:00,NaT,renewable_mechanism_execution,湖南省售电周度持仓实验,renewable_mechanism,mechanism_stage_label,执行期,政策环境/2025.11.05 关于2025年度新能源机制电价竞价工作有关事项的通知.docx,新能源机制电价制度执行阶段标签。
reviewed_0026,2025.2.13 关于深化新能源上网电价市场化改革 促进新能源高质量发展的通知,2025-02-13 00:00:00,2026-01-01 00:00:00,NaT,renewable_mechanism_execution,湖南省售电周度持仓实验,renewable_mechanism,renewable_mechanism_active,1.0,政策环境/2025.2.13 关于深化新能源上网电价市场化改革 促进新能源高质量发展的通知.docx,新能源机制电价制度自 2026-01-01 起进入执行阶段。
reviewed_0027,2025.2.13 关于深化新能源上网电价市场化改革 促进新能源高质量发展的通知,2025-02-13 00:00:00,2026-01-01 00:00:00,NaT,renewable_mechanism_execution,湖南省售电周度持仓实验,renewable_mechanism,mechanism_stage_label,执行期,政策环境/2025.2.13 关于深化新能源上网电价市场化改革 促进新能源高质量发展的通知.docx,新能源机制电价制度执行阶段标签。
reviewed_0028,湖南省2025年度新能源增量项目机制电价竞价结果公布表,2025-12-25 00:00:00,2026-01-01 00:00:00,NaT,renewable_mechanism_execution,湖南省新能源增量项目,renewable_mechanism,mechanism_price_floor,0.375,政策环境/2025.12.25 湖南省2025年度新能源增量项目机制电价竞价结果公布表.xlsx,机制电价下限代理取竞价结果最小值。
reviewed_0029,湖南省2025年度新能源增量项目机制电价竞价结果公布表,2025-12-25 00:00:00,2026-01-01 00:00:00,NaT,renewable_mechanism_execution,湖南省新能源增量项目,renewable_mechanism,mechanism_price_ceiling,0.375,政策环境/2025.12.25 湖南省2025年度新能源增量项目机制电价竞价结果公布表.xlsx,机制电价上限代理取竞价结果最大值。
reviewed_0030,湖南省2025年度新能源增量项目机制电价竞价结果公布表,2025-12-25 00:00:00,2026-01-01 00:00:00,NaT,renewable_mechanism_execution,湖南省新能源增量项目,renewable_mechanism,mechanism_volume_ratio_max,0.8,政策环境/2025.12.25 湖南省2025年度新能源增量项目机制电价竞价结果公布表.xlsx,机制电量比例上限取公布结果最大值。
reviewed_0031,湖南省2025年度新能源增量项目机制电价竞价结果公布表,2025-12-25 00:00:00,2026-01-01 00:00:00,NaT,renewable_mechanism_execution,湖南省新能源增量项目,renewable_mechanism,mechanism_exec_term_years,10.0,政策环境/2025.12.25 湖南省2025年度新能源增量项目机制电价竞价结果公布表.xlsx,机制电价执行期限取公布结果最大值。
reviewed_0032,2026.01 关于完善2026年度电力中长期交易价格机制的通知,2025-12-31 00:00:00,2026-02-01 00:00:00,NaT,lt_price_linkage,湖南省售电周度持仓实验,lt_price_linkage,lt_price_linked_active,1.0,政策环境/2026.01 关于完善2026年度电力中长期交易价格机制的通知.docx,2026-02 起年度多月交易进入固定价与联动价组合口径。
reviewed_0033,2026.01 关于完善2026年度电力中长期交易价格机制的通知,2025-12-31 00:00:00,2026-02-01 00:00:00,NaT,lt_price_linkage,湖南省售电周度持仓实验,lt_price_linkage,fixed_price_ratio_max,0.4,政策环境/2026.01 关于完善2026年度电力中长期交易价格机制的通知.docx,固定价比例上限 40%。
reviewed_0034,2026.01 关于完善2026年度电力中长期交易价格机制的通知,2025-12-31 00:00:00,2026-02-01 00:00:00,NaT,lt_price_linkage,湖南省售电周度持仓实验,lt_price_linkage,linked_price_ratio_min,0.6,政策环境/2026.01 关于完善2026年度电力中长期交易价格机制的通知.docx,联动价比例下限 60%。
